Timestamp,Time,LN2 - level (%)
1773032411.662148,00:00:11,72.168
1773032421.734132,00:00:21,72.096
1773032431.799998,00:00:31,72.141
1773032441.866121,00:00:41,72.093
1773032451.935345,00:00:51,72.140
1773032462.025302,00:01:02,72.074
1773032472.277744,00:01:12,72.073
1773032482.352349,00:01:22,72.088
1773032492.418154,00:01:32,72.143
1773032502.484251,00:01:42,72.150
1773032512.557006,00:01:52,72.096
1773032522.622771,00:02:02,72.133
1773032532.688859,00:02:12,72.120
1773032542.758093,00:02:22,72.039
1773032552.824245,00:02:32,72.084
1773032562.889953,00:02:42,72.080
1773032572.960876,00:02:52,72.038
1773032583.060832,00:03:03,72.048
1773032593.126686,00:03:13,72.148
1773032603.198063,00:03:23,72.067
1773032613.263757,00:03:33,72.139
1773032623.329538,00:03:43,72.111
1773032633.405929,00:03:53,72.062
1773032643.472004,00:04:03,72.068
1773032653.537752,00:04:13,72.102
1773032663.612672,00:04:23,72.084
1773032673.678283,00:04:33,72.072
1773032683.744408,00:04:43,72.139
1773032693.817264,00:04:53,72.101
1773032703.88362,00:05:03,72.116
1773032713.94981,00:05:13,72.138
1773032724.019414,00:05:24,72.067
1773032734.106462,00:05:34,72.062
1773032744.172098,00:05:44,72.069
1773032754.243061,00:05:54,72.111
1773032764.309384,00:06:04,72.128
1773032774.375191,00:06:14,72.118
1773032784.449559,00:06:24,72.110
1773032794.515355,00:06:34,72.116
1773032804.581462,00:06:44,72.103
1773032814.656208,00:06:54,72.105
1773032824.721938,00:07:04,72.109
1773032834.787955,00:07:14,72.082
1773032844.857499,00:07:24,72.094
1773032854.923305,00:07:34,72.108
1773032864.995915,00:07:44,72.012
1773032875.090156,00:07:55,72.043
1773032885.155807,00:08:05,72.046
1773032895.221974,00:08:15,72.059
1773032905.292859,00:08:25,72.085
1773032915.358681,00:08:35,72.100
1773032925.424488,00:08:45,72.100
1773032935.493849,00:08:55,72.075
1773032945.559863,00:09:05,72.100
1773032955.625659,00:09:15,72.037
1773032965.698723,00:09:25,72.060
1773032975.764463,00:09:35,72.018
1773032985.830505,00:09:45,72.075
1773032995.898954,00:09:55,72.095
1773033005.967505,00:10:05,72.084
1773033016.033375,00:10:16,72.075
1773033026.129126,00:10:26,72.006
1773033036.195451,00:10:36,72.047
1773033046.261359,00:10:46,72.036
1773033056.330749,00:10:56,72.095
1773033066.39691,00:11:06,72.101
1773033076.462739,00:11:16,72.076
1773033086.533345,00:11:26,72.084
1773033096.59909,00:11:36,72.043
1773033106.665043,00:11:46,72.089
1773033116.734814,00:11:56,72.019
1773033126.800662,00:12:06,72.092
1773033136.866423,00:12:16,72.072
1773033146.938403,00:12:26,72.053
1773033157.004284,00:12:37,71.962
1773033167.070477,00:12:47,72.079
1773033177.157902,00:12:57,72.009
1773033187.223999,00:13:07,72.070
1773033197.28978,00:13:17,72.009
1773033207.364842,00:13:27,72.089
1773033217.430767,00:13:37,72.084
1773033227.496776,00:13:47,72.092
1773033237.568066,00:13:57,72.086
1773033247.634129,00:14:07,72.095
1773033257.700304,00:14:17,72.023
1773033267.774835,00:14:27,72.025
1773033277.840725,00:14:37,72.071
1773033287.906855,00:14:47,72.032
1773033297.983741,00:14:57,72.002
1773033308.049665,00:15:08,72.093
1773033318.139905,00:15:18,72.012
1773033328.209666,00:15:28,71.969
1773033338.275755,00:15:38,72.039
1773033348.341597,00:15:48,72.027
1773033358.59377,00:15:58,71.982
1773033368.659667,00:16:08,72.052
1773033378.725463,00:16:18,72.066
1773033388.795322,00:16:28,72.048
1773033398.861291,00:16:38,72.047
1773033408.927201,00:16:48,72.064
1773033419.008873,00:16:59,72.012
1773033429.074919,00:17:09,72.073
1773033439.16923,00:17:19,72.001
1773033449.238833,00:17:29,72.059
1773033459.305008,00:17:39,72.079
1773033469.371177,00:17:49,72.093
