Timestamp,Time,LN2 - level (%)
1766901612.059408,00:00:12,24.671
1766901622.126294,00:00:22,24.681
1766901632.211192,00:00:32,24.610
1766901642.277622,00:00:42,24.641
1766901652.34459,00:00:52,24.597
1766901662.416458,00:01:02,24.685
1766901672.482888,00:01:12,24.661
1766901682.549469,00:01:22,24.582
1766901692.622901,00:01:32,24.629
1766901702.702422,00:01:42,24.669
1766901712.787048,00:01:52,24.603
1766901722.857234,00:02:02,24.633
1766901732.923501,00:02:12,24.676
1766901742.990334,00:02:22,24.653
1766901753.061172,00:02:33,24.633
1766901763.128176,00:02:43,24.654
1766901773.208932,00:02:53,24.615
1766901783.282961,00:03:03,24.580
1766901793.350021,00:03:13,24.652
1766901803.416027,00:03:23,24.598
1766901813.490682,00:03:33,24.574
1766901823.557344,00:03:43,24.648
1766901833.623132,00:03:53,24.587
1766901843.696132,00:04:03,24.630
1766901853.786397,00:04:13,24.573
1766901863.852421,00:04:23,24.579
1766901873.923164,00:04:33,24.667
1766901883.989733,00:04:43,24.613
1766901894.055875,00:04:54,24.633
1766901904.125153,00:05:04,24.647
1766901914.199905,00:05:14,24.608
1766901924.266089,00:05:24,24.639
1766901934.335213,00:05:34,24.634
1766901944.401586,00:05:44,24.624
1766901954.467805,00:05:54,24.581
1766901964.542321,00:06:04,24.662
1766901974.608661,00:06:14,24.655
1766901984.675175,00:06:24,24.630
1766901994.774939,00:06:34,24.570
1766902004.841084,00:06:44,24.638
1766902014.907552,00:06:54,24.584
1766902024.97778,00:07:04,24.638
1766902035.043965,00:07:15,24.614
1766902045.110514,00:07:25,24.629
1766902055.180924,00:07:35,24.599
1766902065.247334,00:07:45,24.606
1766902075.313593,00:07:55,24.642
1766902085.383439,00:08:05,24.640
1766902095.449676,00:08:15,24.614
1766902105.515865,00:08:25,24.609
1766902115.588181,00:08:35,24.625
1766902125.654325,00:08:45,24.625
1766902135.733228,00:08:55,24.572
1766902145.824929,00:09:05,24.586
1766902155.891405,00:09:15,24.587
1766902165.957864,00:09:25,24.618
1766902176.030764,00:09:36,24.568
1766902186.097186,00:09:46,24.642
1766902196.163543,00:09:56,24.631
1766902206.235304,00:10:06,24.577
1766902216.301436,00:10:16,24.563
1766902226.367697,00:10:26,24.620
1766902236.440503,00:10:36,24.587
1766902246.506768,00:10:46,24.564
1766902256.573239,00:10:56,24.604
1766902266.642007,00:11:06,24.602
1766902276.708996,00:11:16,24.614
1766902286.790302,00:11:26,24.555
1766902296.858982,00:11:36,24.658
1766902306.927164,00:11:46,24.614
1766902316.99416,00:11:56,24.585
1766902327.064356,00:12:07,24.619
1766902337.131026,00:12:17,24.619
1766902347.210051,00:12:27,24.590
1766902357.282635,00:12:37,24.630
1766902367.34893,00:12:47,24.556
1766902377.415019,00:12:57,24.622
1766902387.485149,00:13:07,24.582
1766902397.551722,00:13:17,24.590
1766902407.618696,00:13:27,24.617
1766902417.689529,00:13:37,24.552
1766902427.781062,00:13:47,24.534
1766902437.847738,00:13:57,24.542
1766902447.922944,00:14:07,24.510
1766902457.989746,00:14:17,24.599
1766902468.056515,00:14:28,24.536
1766902478.129022,00:14:38,24.621
1766902488.198365,00:14:48,24.618
1766902498.264701,00:14:58,24.590
1766902508.333417,00:15:08,24.604
1766902518.400091,00:15:18,24.601
1766902528.466795,00:15:28,24.602
1766902538.537202,00:15:38,24.561
1766902548.603937,00:15:48,24.552
1766902558.670459,00:15:58,24.592
1766902568.739769,00:16:08,24.596
1766902578.822095,00:16:18,24.544
1766902588.888617,00:16:28,24.587
1766902598.95904,00:16:38,24.534
1766902609.025814,00:16:49,24.590
1766902619.092606,00:16:59,24.594
1766902629.163357,00:17:09,24.575
1766902639.229695,00:17:19,24.568
1766902649.296158,00:17:29,24.562
1766902659.367567,00:17:39,24.488
1766902669.433731,00:17:49,24.575
1766902679.499862,00:17:59,24.535
1766902689.576857,00:18:09,24.592
1766902699.643382,00:18:19,24.587
1766902709.709801,00:18:29,24.595
1766902719.805343,00:18:39,24.535
1766902729.872286,00:18:49,24.636
1766902739.938522,00:18:59,24.611
1766902750.010662,00:19:10,24.506
1766902760.077173,00:19:20,24.570
1766902770.144,00:19:30,24.587
1766902780.228255,00:19:40,24.531
1766902790.294391,00:19:50,24.583
1766902800.360783,00:20:00,24.552
1766902810.434271,00:20:10,24.543
1766902820.500442,00:20:20,24.551
1766902830.566871,00:20:30,24.567
1766902840.638728,00:20:40,24.492
1766902850.704881,00:20:50,24.522
1766902860.780517,00:21:00,24.528
1766902870.876293,00:21:10,24.507
1766902880.943055,00:21:20,24.567
1766902891.009278,00:21:31,24.586
1766902901.084249,00:21:41,24.574
1766902911.150913,00:21:51,24.577
1766902921.231545,00:22:01,24.515
1766902931.301022,00:22:11,24.523
1766902941.36727,00:22:21,24.573
1766902951.433661,00:22:31,24.555
1766902961.505051,00:22:41,24.529
1766902971.571464,00:22:51,24.559
1766902981.637619,00:23:01,24.513
1766902991.708308,00:23:11,24.540
1766903001.774431,00:23:21,24.560
1766903011.859504,00:23:31,24.507
1766903021.928942,00:23:41,24.532
1766903031.99534,00:23:51,24.569
1766903042.061142,00:24:02,24.562
1766903052.132294,00:24:12,24.554
1766903062.198787,00:24:22,24.544
1766903072.265066,00:24:32,24.519
1766903082.335334,00:24:42,24.551
1766903092.401479,00:24:52,24.498
1766903102.467625,00:25:02,24.503
1766903112.536352,00:25:12,24.495
1766903122.602944,00:25:22,24.506
1766903132.669151,00:25:32,24.513
1766903142.738698,00:25:42,24.555
1766903152.829662,00:25:52,24.490
1766903162.895879,00:26:02,24.491
1766903172.96568,00:26:12,24.506
1766903183.031871,00:26:23,24.558
1766903193.097993,00:26:33,24.579
1766903203.172606,00:26:43,24.497
1766903213.239025,00:26:53,24.497
