Timestamp,Time,LN2 - level (%)
1721192412.176925,00:00:12,86.717
1721192422.247953,00:00:22,86.750
1721192432.315087,00:00:32,86.752
1721192442.382155,00:00:42,86.767
1721192452.453191,00:00:52,86.770
1721192462.520019,00:01:02,86.777
1721192472.587005,00:01:12,86.776
1721192482.679027,00:01:22,86.792
1721192492.755743,00:01:32,86.799
1721192502.822502,00:01:42,86.802
1721192512.894725,00:01:52,86.819
1721192522.960967,00:02:02,86.815
1721192533.027879,00:02:13,86.842
1721192543.101159,00:02:23,86.853
1721192553.167974,00:02:33,86.862
1721192563.235466,00:02:43,86.862
1721192573.305971,00:02:53,86.869
1721192583.372362,00:03:03,86.877
1721192593.439465,00:03:13,86.887
1721192603.50877,00:03:23,86.900
1721192613.57528,00:03:33,86.895
1721192623.64231,00:03:43,86.907
1721192633.737412,00:03:53,86.909
1721192643.804148,00:04:03,86.911
1721192653.871181,00:04:13,86.916
1721192663.940303,00:04:23,86.923
1721192674.007473,00:04:34,86.939
1721192684.074306,00:04:44,86.934
1721192694.145574,00:04:54,86.931
1721192704.212584,00:05:04,86.950
1721192714.279438,00:05:14,86.934
1721192724.352702,00:05:24,86.950
1721192734.419921,00:05:34,86.958
1721192744.49674,00:05:44,86.977
1721192754.569638,00:05:54,86.978
1721192764.636365,00:06:04,86.995
1721192774.728814,00:06:14,87.002
1721192784.79889,00:06:24,87.030
1721192794.865888,00:06:34,87.045
1721192804.932793,00:06:44,87.072
1721192815.002788,00:06:55,87.092
1721192825.075411,00:07:05,87.116
1721192835.142255,00:07:15,87.127
1721192845.211898,00:07:25,87.155
1721192855.279071,00:07:35,87.186
1721192865.34588,00:07:45,87.208
1721192875.416066,00:07:55,87.224
1721192885.490728,00:08:05,87.245
1721192895.557511,00:08:15,87.268
1721192905.628569,00:08:25,87.285
1721192915.695581,00:08:35,87.297
1721192925.779503,00:08:45,87.299
1721192935.850875,00:08:55,87.324
1721192945.918145,00:09:05,87.339
1721192955.984945,00:09:15,87.347
1721192966.057202,00:09:26,87.364
1721192976.123685,00:09:36,87.383
1721192986.190817,00:09:46,87.381
1721192996.275649,00:09:56,87.411
1721193006.342682,00:10:06,87.412
1721193016.409468,00:10:16,87.431
1721193026.500906,00:10:26,87.435
1721193036.567872,00:10:36,87.457
1721193046.634673,00:10:46,87.456
1721193056.705759,00:10:56,87.457
1721193066.798968,00:11:06,87.461
1721193076.865965,00:11:16,87.482
1721193086.942884,00:11:26,87.478
1721193097.01011,00:11:37,87.480
1721193107.076918,00:11:47,87.495
1721193117.151663,00:11:57,87.503
1721193127.218551,00:12:07,87.503
1721193137.285314,00:12:17,87.501
1721193147.355059,00:12:27,87.503
1721193157.422022,00:12:37,87.516
1721193167.500986,00:12:47,87.515
1721193177.572779,00:12:57,87.519
1721193187.639509,00:13:07,87.532
1721193197.706541,00:13:17,87.533
1721193207.811001,00:13:27,87.533
1721193217.877942,00:13:37,87.522
1721193227.944586,00:13:47,87.525
1721193238.017169,00:13:58,87.526
1721193248.084171,00:14:08,87.512
1721193258.150955,00:14:18,87.512
1721193268.222485,00:14:28,87.519
1721193278.28938,00:14:38,87.523
1721193288.356407,00:14:48,87.531
1721193298.425906,00:14:58,87.524
1721193308.493633,00:15:08,87.534
1721193318.56079,00:15:18,87.519
1721193328.638177,00:15:28,87.521
1721193338.70489,00:15:38,87.531
1721193348.771601,00:15:48,87.533
1721193358.865573,00:15:58,87.528
1721193368.932385,00:16:08,87.537
1721193378.999193,00:16:18,87.540
1721193389.072498,00:16:29,87.533
1721193399.139252,00:16:39,87.533
1721193409.206407,00:16:49,87.538
1721193419.279904,00:16:59,87.549
1721193429.346944,00:17:09,87.537
1721193439.413825,00:17:19,87.531
1721193449.496453,00:17:29,87.534
1721193459.563287,00:17:39,87.550
1721193469.630115,00:17:49,87.545
1721193479.702147,00:17:59,87.539
1721193489.769457,00:18:09,87.544
1721193499.861735,00:18:19,87.541
1721193509.932968,00:18:29,87.533
1721193519.999949,00:18:39,87.531
1721193530.066729,00:18:50,87.546
1721193540.137264,00:19:00,87.540
1721193550.204596,00:19:10,87.536
1721193560.271709,00:19:20,87.522
1721193570.342965,00:19:30,87.523
1721193580.410027,00:19:40,87.519
1721193590.490237,00:19:50,87.500
1721193600.559546,00:20:00,87.511
1721193610.626582,00:20:10,87.521
1721193620.693467,00:20:20,87.516
1721193630.765958,00:20:30,87.528
1721193640.856614,00:20:40,87.520
1721193650.924004,00:20:50,87.541
1721193660.994647,00:21:00,87.545
1721193671.061881,00:21:11,87.549
1721193681.128686,00:21:21,87.565
1721193691.201338,00:21:31,87.561
1721193701.268076,00:21:41,87.590
1721193711.334624,00:21:51,87.583
1721193721.404997,00:22:01,87.586
1721193731.485255,00:22:11,87.606
1721193741.552023,00:22:21,87.609
1721193751.621934,00:22:31,87.615
1721193761.688731,00:22:41,87.636
1721193771.755746,00:22:51,87.641
1721193781.824189,00:23:01,87.642
1721193791.911182,00:23:11,87.647
1721193801.977968,00:23:21,87.655
1721193812.048921,00:23:32,87.671
1721193822.115719,00:23:42,87.668
1721193832.182662,00:23:52,87.671
1721193842.252207,00:24:02,87.693
1721193852.320671,00:24:12,87.688
1721193862.388434,00:24:22,87.688
1721193872.472502,00:24:32,87.704
1721193882.539347,00:24:42,87.703
1721193892.606459,00:24:52,87.701
1721193902.67772,00:25:02,87.705
1721193912.744598,00:25:12,87.710
1721193922.811663,00:25:22,87.703
1721193932.894225,00:25:32,87.709
1721193942.971174,00:25:42,87.722
1721193953.037991,00:25:53,87.732
1721193963.111867,00:26:03,87.723
1721193973.178586,00:26:13,87.731
1721193983.245558,00:26:23,87.727
1721193993.31599,00:26:33,87.741
1721194003.383581,00:26:43,87.738
1721194013.450493,00:26:53,87.725
1721194023.533305,00:27:03,87.732
1721194033.599908,00:27:13,87.734
1721194043.666799,00:27:23,87.729
1721194053.737939,00:27:33,87.731
1721194063.805132,00:27:43,87.740
1721194073.872002,00:27:53,87.732
1721194083.97409,00:28:03,87.737
1721194094.041262,00:28:14,87.742
1721194104.108084,00:28:24,87.742
1721194114.17743,00:28:34,87.739
1721194124.244235,00:28:44,87.747
1721194134.311296,00:28:54,87.747
1721194144.382685,00:29:04,87.748
1721194154.449248,00:29:14,87.750
1721194164.516246,00:29:24,87.753
1721194174.590415,00:29:34,87.745
1721194184.657213,00:29:44,87.765
1721194194.726042,00:29:54,87.761
1721194204.796152,00:30:04,87.744
1721194214.862771,00:30:14,87.755
1721194224.936907,00:30:24,87.762
1721194235.024561,00:30:35,87.754
1721194245.091277,00:30:45,87.768
1721194255.158298,00:30:55,87.769
1721194265.230593,00:31:05,87.767
1721194275.297656,00:31:15,87.757
1721194285.364442,00:31:25,87.755
1721194295.438645,00:31:35,87.771
1721194305.505482,00:31:45,87.783
1721194315.572314,00:31:55,87.763
1721194325.643748,00:32:05,87.787
1721194335.710586,00:32:15,87.772
1721194345.777795,00:32:25,87.782
1721194355.847332,00:32:35,87.781
1721194365.92696,00:32:45,87.788
1721194376.01027,00:32:56,87.771
1721194386.084791,00:33:06,87.784
1721194396.151272,00:33:16,87.766
1721194406.217997,00:33:26,87.780
1721194416.292675,00:33:36,87.758
1721194426.359428,00:33:46,87.782
1721194436.426265,00:33:56,87.792
1721194446.500843,00:34:06,87.773
1721194456.567272,00:34:16,87.773
1721194466.634217,00:34:26,87.776
1721194476.706208,00:34:36,87.790
1721194486.773222,00:34:46,87.773
1721194496.840422,00:34:56,87.790
1721194506.913301,00:35:06,87.791
1721194517.003975,00:35:17,87.791
1721194527.070936,00:35:27,87.780
1721194537.13997,00:35:37,87.777
1721194547.206898,00:35:47,87.794
1721194557.273901,00:35:57,87.805
1721194567.350081,00:36:07,87.788
1721194577.417049,00:36:17,87.795
1721194587.483797,00:36:27,87.806
1721194597.555943,00:36:37,87.812
1721194607.623211,00:36:47,87.804
1721194617.690319,00:36:57,87.810
1721194627.760964,00:37:07,87.802
1721194637.827689,00:37:17,87.817
1721194647.894762,00:37:27,87.809
1721194657.965943,00:37:37,87.814
1721194668.049587,00:37:48,87.810
1721194678.116357,00:37:58,87.814
1721194688.18587,00:38:08,87.811
1721194698.252291,00:38:18,87.818
1721194708.331337,00:38:28,87.811
1721194718.400668,00:38:38,87.820
1721194728.47947,00:38:48,87.830
1721194738.54655,00:38:58,87.830
1721194748.619039,00:39:08,87.817
1721194758.685502,00:39:18,87.832
1721194768.752444,00:39:28,87.834
1721194778.825578,00:39:38,87.834
1721194788.892339,00:39:48,87.845
1721194798.959232,00:39:58,87.844
1721194809.064723,00:40:09,87.843
1721194819.131436,00:40:19,87.834
1721194829.19831,00:40:29,87.837
1721194839.271739,00:40:39,87.825
1721194849.33828,00:40:49,87.825
1721194859.405308,00:40:59,87.825
1721194869.48981,00:41:09,87.838
1721194879.556454,00:41:19,87.822
1721194889.62361,00:41:29,87.825
1721194899.695165,00:41:39,87.840
1721194909.761821,00:41:49,87.844
1721194919.828583,00:41:59,87.847
1721194929.899098,00:42:09,87.848
1721194939.965937,00:42:19,87.845
1721194950.060132,00:42:30,87.840
1721194960.129083,00:42:40,87.866
1721194970.196118,00:42:50,87.850
1721194980.262772,00:43:00,87.854
1721194990.33588,00:43:10,87.858
1721195000.402925,00:43:20,87.851
1721195010.483226,00:43:30,87.847
1721195020.552726,00:43:40,87.858
1721195030.619573,00:43:50,87.868
1721195040.686343,00:44:00,87.859
1721195050.75923,00:44:10,87.869
1721195060.826273,00:44:20,87.881
1721195070.892886,00:44:30,87.874
1721195080.96707,00:44:40,87.893
1721195091.053989,00:44:51,87.895
1721195101.125068,00:45:01,87.893
1721195111.197154,00:45:11,87.890
1721195121.264583,00:45:21,87.901
1721195131.331458,00:45:31,87.891
1721195141.403972,00:45:41,87.900
1721195151.488284,00:45:51,87.913
1721195161.554547,00:46:01,87.908
1721195171.625096,00:46:11,87.911
1721195181.692004,00:46:21,87.916
1721195191.759068,00:46:31,87.914
1721195201.833597,00:46:41,87.916
1721195211.903167,00:46:51,87.923
1721195221.970073,00:47:01,87.912
1721195232.040764,00:47:12,87.915
1721195242.128545,00:47:22,87.932
1721195252.195149,00:47:32,87.935
1721195262.267663,00:47:42,87.934
1721195272.334469,00:47:52,87.940
1721195282.400658,00:48:02,87.955
1721195292.494139,00:48:12,87.942
1721195302.560237,00:48:22,87.937
1721195312.626892,00:48:32,87.947
1721195322.697239,00:48:42,87.926
1721195332.764106,00:48:52,87.932
1721195342.830991,00:49:02,87.931
1721195352.908082,00:49:12,87.925
1721195362.975215,00:49:22,87.926
1721195373.041418,00:49:33,87.949
1721195383.143318,00:49:43,87.964
1721195393.209999,00:49:53,87.966
1721195403.277275,00:50:03,87.986
1721195413.351785,00:50:13,87.998
1721195423.418765,00:50:23,88.020
1721195433.487962,00:50:33,88.035
1721195443.558636,00:50:43,88.051
1721195453.625444,00:50:53,88.067
1721195463.691943,00:51:03,88.095
1721195473.765893,00:51:13,88.110
1721195483.832616,00:51:23,88.138
1721195493.899407,00:51:33,88.151
1721195503.972141,00:51:43,88.183
1721195514.038974,00:51:54,88.194
1721195524.137405,00:52:04,88.206
1721195534.209027,00:52:14,88.245
1721195544.275942,00:52:24,88.254
1721195554.346701,00:52:34,88.280
1721195564.416025,00:52:44,88.289
1721195574.48307,00:52:54,88.312
1721195584.550138,00:53:04,88.326
1721195594.619889,00:53:14,88.327
1721195604.686697,00:53:24,88.352
1721195614.753478,00:53:34,88.361
1721195624.828476,00:53:44,88.375
1721195634.895244,00:53:54,88.380
1721195644.962349,00:54:04,88.384
1721195655.032993,00:54:15,88.399
1721195665.099593,00:54:25,88.401
1721195675.185544,00:54:35,88.413
1721195685.260172,00:54:45,88.429
1721195695.326886,00:54:55,88.442
1721195705.394151,00:55:05,88.448
1721195715.483336,00:55:15,88.449
1721195725.550368,00:55:25,88.456
1721195735.617206,00:55:35,88.475
1721195745.687038,00:55:45,88.475
1721195755.753857,00:55:55,88.484
1721195765.82076,00:56:05,88.493
1721195775.89432,00:56:15,88.491
1721195785.961568,00:56:25,88.492
1721195796.028579,00:56:36,88.498
1721195806.098179,00:56:46,88.515
1721195816.189783,00:56:56,88.505
1721195826.256829,00:57:06,88.515
1721195836.327655,00:57:16,88.512
1721195846.394172,00:57:26,88.517
1721195856.476486,00:57:36,88.514
1721195866.554478,00:57:46,88.538
1721195876.621049,00:57:56,88.536
1721195886.688138,00:58:06,88.516
1721195896.761578,00:58:16,88.527
1721195906.828483,00:58:26,88.536
1721195916.895613,00:58:36,88.527
1721195926.965454,00:58:46,88.546
1721195937.032325,00:58:57,88.536
1721195947.099676,00:59:07,88.555
1721195957.20217,00:59:17,88.549
1721195967.26926,00:59:27,88.565
1721195977.336098,00:59:37,88.555
1721195987.405769,00:59:47,88.551
1721195997.479187,00:59:57,88.553
1721196007.54635,01:00:07,88.552
1721196017.618143,01:00:17,88.552
1721196027.685367,01:00:27,88.566
1721196037.752575,01:00:37,88.557
1721196047.824743,01:00:47,88.568
1721196057.891695,01:00:57,88.575
1721196067.969869,01:01:07,88.556
1721196078.042327,01:01:18,88.559
1721196088.109135,01:01:28,88.567
1721196098.19599,01:01:38,88.396
1721196108.273391,01:01:48,88.409
1721196118.34013,01:01:58,88.446
1721196128.407319,01:02:08,88.478
1721196138.482169,01:02:18,88.508
1721196148.549221,01:02:28,88.560
1721196158.615928,01:02:38,88.597
1721196168.688971,01:02:48,88.627
1721196178.755857,01:02:58,88.636
1721196188.823144,01:03:08,88.661
1721196198.894301,01:03:18,88.701
1721196208.961161,01:03:28,88.717
1721196219.028387,01:03:39,88.725
1721196229.098148,01:03:49,88.752
1721196239.172601,01:03:59,88.740
1721196249.256541,01:04:09,88.757
1721196259.331662,01:04:19,88.749
1721196269.39862,01:04:29,88.748
1721196279.482085,01:04:39,88.759
1721196289.552939,01:04:49,88.755
1721196299.619509,01:04:59,88.760
1721196309.686704,01:05:09,88.755
1721196319.757068,01:05:19,88.764
1721196329.82383,01:05:29,88.763
1721196339.890813,01:05:39,88.767
1721196349.960892,01:05:49,88.774
1721196360.027704,01:06:00,88.763
1721196370.094859,01:06:10,88.753
1721196380.170204,01:06:20,88.751
1721196390.260762,01:06:30,88.761
1721196400.339503,01:06:40,88.753
1721196410.41557,01:06:50,88.753
1721196420.482393,01:07:00,88.748
1721196430.549422,01:07:10,88.750
1721196440.620571,01:07:20,88.757
1721196450.687738,01:07:30,88.747
1721196460.754756,01:07:40,88.751
1721196470.82556,01:07:50,88.762
1721196480.89244,01:08:00,88.746
1721196490.959678,01:08:10,88.749
1721196501.030224,01:08:21,88.755
1721196511.097103,01:08:31,88.749
1721196521.164424,01:08:41,88.751
1721196531.268822,01:08:51,88.734
1721196541.335448,01:09:01,88.750
1721196551.402437,01:09:11,88.740
1721196561.477704,01:09:21,88.756
1721196571.555786,01:09:31,88.737
1721196581.622791,01:09:41,88.749
1721196591.693228,01:09:51,88.742
1721196601.759736,01:10:01,88.753
1721196611.827202,01:10:11,88.752
1721196621.904288,01:10:21,88.751
1721196631.97116,01:10:31,88.739
1721196642.038181,01:10:42,88.747
1721196652.110958,01:10:52,88.762
1721196662.177387,01:11:02,88.755
1721196672.268757,01:11:12,88.748
1721196682.339421,01:11:22,88.747
1721196692.406392,01:11:32,88.742
1721196702.484178,01:11:42,88.750
1721196712.556209,01:11:52,88.740
1721196722.62346,01:12:02,88.729
1721196732.689495,01:12:12,88.743
1721196742.77284,01:12:22,88.736
1721196752.839699,01:12:32,88.745
1721196762.906338,01:12:42,88.733
1721196772.979079,01:12:52,88.744
1721196783.045352,01:13:03,88.760
1721196793.112124,01:13:13,88.741
1721196803.187057,01:13:23,88.750
1721196813.279911,01:13:33,88.755
1721196823.346877,01:13:43,88.753
1721196833.421575,01:13:53,88.749
1721196843.488761,01:14:03,88.759
1721196853.555555,01:14:13,88.774
1721196863.62251,01:14:23,88.756
1721196873.689606,01:14:33,88.755
1721196883.756356,01:14:43,88.760
1721196893.827181,01:14:53,88.746
1721196903.893687,01:15:03,88.752
1721196913.973141,01:15:13,88.774
1721196924.04415,01:15:24,88.767
1721196934.11094,01:15:34,88.756
1721196944.178146,01:15:44,88.783
1721196954.248088,01:15:54,88.784
1721196964.334217,01:16:04,88.769
1721196974.401172,01:16:14,88.778
1721196984.488663,01:16:24,88.773
1721196994.555744,01:16:34,88.767
1721197004.622567,01:16:44,88.777
1721197014.693897,01:16:54,88.757
1721197024.760908,01:17:04,88.780
1721197034.827714,01:17:14,88.777
1721197044.901543,01:17:24,88.782
1721197054.968399,01:17:34,88.804
1721197065.035375,01:17:45,88.800
1721197075.105822,01:17:55,88.799
1721197085.172318,01:18:05,88.815
1721197095.239207,01:18:15,88.809
1721197105.335023,01:18:25,88.819
1721197115.402042,01:18:35,88.832
1721197125.473585,01:18:45,88.841
1721197135.550627,01:18:55,88.841
1721197145.617694,01:19:05,88.845
