Timestamp,Time,LN2 - level (%)
1695765169.91703,16:52:49,55.267
1695765179.983733,16:52:59,55.284
1695765190.050368,16:53:10,55.250
1695765200.11941,16:53:20,55.255
1695765210.18634,16:53:30,55.272
1695765220.253147,16:53:40,55.268
1695765230.325624,16:53:50,55.253
1695765240.392218,16:54:00,55.246
1695765250.459307,16:54:10,55.248
1695765260.536286,16:54:20,55.245
1695765270.602691,16:54:30,55.243
1695765280.669355,16:54:40,55.220
1695765290.764175,16:54:50,55.216
1695765300.831327,16:55:00,55.213
1695765310.898391,16:55:10,55.208
1695765320.969909,16:55:20,55.198
1695765331.053747,16:55:31,55.214
1695765341.120347,16:55:41,55.207
1695765351.19787,16:55:51,55.189
1695765361.264426,16:56:01,55.200
1695765371.331369,16:56:11,55.196
1695765381.400989,16:56:21,55.163
1695765391.484052,16:56:31,55.149
1695765401.55055,16:56:41,55.160
1695765411.621974,16:56:51,55.150
1695765421.688761,16:57:01,55.169
1695765431.790463,16:57:11,55.152
1695765441.860409,16:57:21,55.151
1695765451.927156,16:57:31,55.152
1695765461.994084,16:57:41,55.128
1695765472.065824,16:57:52,55.138
1695765482.131601,16:58:02,55.135
1695765492.214441,16:58:12,55.125
1695765502.287282,16:58:22,55.140
1695765512.354163,16:58:32,55.119
1695765522.429655,16:58:42,55.108
1695765532.499804,16:58:52,55.093
1695765542.582435,16:59:02,55.101
1695765552.648849,16:59:12,55.099
1695765562.726616,16:59:22,55.085
1695765572.832136,16:59:32,55.080
1695765582.898761,16:59:42,55.068
1695765592.973462,16:59:52,55.072
1695765603.040123,17:00:03,55.053
1695765613.106505,17:00:13,55.079
1695765623.176266,17:00:23,55.060
1695765633.242851,17:00:33,55.061
1695765643.309614,17:00:43,55.056
1695765653.379292,17:00:53,55.052
1695765663.445549,17:01:03,55.054
1695765673.51232,17:01:13,55.045
1695765683.582841,17:01:23,55.028
1695765693.65135,17:01:33,55.034
1695765703.717735,17:01:43,55.019
1695765713.828111,17:01:53,55.017
1695765723.893727,17:02:03,54.997
1695765733.960343,17:02:13,55.023
1695765744.033322,17:02:24,55.001
1695765754.09985,17:02:34,54.997
1695765764.166813,17:02:44,55.000
1695765774.236663,17:02:54,55.000
1695765784.302392,17:03:04,54.995
1695765794.369053,17:03:14,54.974
1695765804.447415,17:03:24,54.978
1695765814.549718,17:03:34,54.981
1695765824.616283,17:03:44,54.972
1695765834.688909,17:03:54,54.953
1695765844.756148,17:04:04,54.953
1695765854.847436,17:04:14,54.926
1695765864.926533,17:04:24,54.970
1695765874.993073,17:04:34,54.941
1695765885.059513,17:04:45,54.942
1695765895.133211,17:04:55,54.927
1695765905.19896,17:05:05,54.925
1695765915.265724,17:05:15,54.937
1695765925.340256,17:05:25,54.936
1695765935.40707,17:05:35,54.922
1695765945.473672,17:05:45,54.918
1695765955.547259,17:05:55,54.893
1695765965.61361,17:06:05,54.885
