Timestamp,Time,LN2 - level (%)
1695834146.637228,12:02:26,67.720
1695834156.70374,12:02:36,67.667
1695834166.770628,12:02:46,67.717
1695834176.837385,12:02:56,67.722
1695834186.92787,12:03:06,67.584
1695834196.994537,12:03:16,67.532
1695834207.061295,12:03:27,67.428
1695834217.148385,12:03:37,67.325
1695834227.215376,12:03:47,67.414
1695834237.281815,12:03:57,67.333
1695834247.348357,12:04:07,67.167
1695834257.414892,12:04:17,67.220
1695834267.487329,12:04:27,67.171
1695834277.554372,12:04:37,67.069
1695834287.621357,12:04:47,67.186
1695834297.697093,12:04:57,67.099
1695834307.76398,12:05:07,67.006
1695834317.830732,12:05:17,66.992
1695834327.924879,12:05:27,66.816
1695834337.991325,12:05:37,66.728
1695834348.058514,12:05:48,66.761
1695834358.139565,12:05:58,66.664
1695834368.223337,12:06:08,66.754
1695834378.297269,12:06:18,66.682
1695834388.363632,12:06:28,66.642
1695834398.430037,12:06:38,66.514
1695834408.496717,12:06:48,66.423
1695834418.563352,12:06:58,66.324
1695834428.630265,12:07:08,66.381
1695834438.696963,12:07:18,66.285
1695834448.763895,12:07:28,66.218
1695834458.830544,12:07:38,66.309
1695834468.897333,12:07:48,66.322
1695834478.982277,12:07:58,66.157
1695834489.049132,12:08:09,66.156
1695834499.115822,12:08:19,65.960
1695834509.19956,12:08:29,66.054
1695834519.284715,12:08:39,66.018
1695834529.368037,12:08:49,66.067
1695834539.434227,12:08:59,65.867
1695834549.500552,12:09:09,65.832
1695834559.567138,12:09:19,65.811
1695834569.633702,12:09:29,65.698
1695834579.700611,12:09:39,65.639
1695834589.767223,12:09:49,65.613
1695834599.833663,12:09:59,65.530
1695834609.900659,12:10:09,65.567
1695834619.98761,12:10:19,65.501
1695834630.054621,12:10:30,65.386
1695834640.121785,12:10:40,65.197
1695834650.188273,12:10:50,65.265
1695834660.270862,12:11:00,65.249
1695834670.337345,12:11:10,65.201
1695834680.41809,12:11:20,65.153
1695834690.484711,12:11:30,65.155
1695834700.5512,12:11:40,65.129
1695834710.61829,12:11:50,65.048
1695834720.68536,12:12:00,65.044
1695834730.751785,12:12:10,64.829
1695834740.818647,12:12:20,64.817
1695834750.885469,12:12:30,64.744
1695834760.975948,12:12:40,64.719
1695834771.042856,12:12:51,64.716
1695834781.109586,12:13:01,64.689
1695834791.187518,12:13:11,64.569
1695834801.26924,12:13:21,64.614
1695834811.355493,12:13:31,64.554
1695834821.422082,12:13:41,64.452
1695834831.488775,12:13:51,64.482
1695834841.554747,12:14:01,64.367
1695834851.631635,12:14:11,64.316
1695834861.698073,12:14:21,64.308
1695834871.764577,12:14:31,64.246
1695834881.832046,12:14:41,64.275
1695834891.898496,12:14:51,64.177
1695834902.005401,12:15:02,64.073
1695834912.072376,12:15:12,64.137
1695834922.13955,12:15:22,64.058
1695834932.206408,12:15:32,63.937
1695834942.273041,12:15:42,64.002
1695834952.36769,12:15:52,63.927
1695834962.433716,12:16:02,63.878
1695834972.508538,12:16:12,63.727
1695834982.574962,12:16:22,63.649
1695834992.641975,12:16:32,63.680
1695835002.715248,12:16:42,63.535
1695835012.781974,12:16:52,63.630
