Timestamp,Time,LN2 - level (%)
1695673630.022937,2023-09-25 15:27:37,20.000
1695673630.022937,2023-09-25 15:27:47,20.000
1695673630.022937,2023-09-25 15:27:57,20.000
1695673630.022937,2023-09-25 15:28:07,20.000
1695673630.022937,2023-09-25 15:28:17,20.000
1695673630.022937,2023-09-25 15:28:27,20.000
1695673630.022937,2023-09-25 15:28:37,20.000
1695673630.022937,2023-09-25 15:28:47,20.000
1695673630.022937,2023-09-25 15:28:58,20.000
1695673630.022937,2023-09-25 15:29:08,20.000
1695673630.022937,2023-09-25 15:29:18,20.000
1695673630.022937,2023-09-25 15:29:28,20.000
1695673630.022937,2023-09-25 15:29:38,20.000
1695673630.022937,2023-09-25 15:29:48,20.000
1695673630.022937,2023-09-25 15:29:58,20.000
1695673630.022937,2023-09-25 15:30:08,20.000
1695673630.022937,2023-09-25 15:30:18,20.000
1695673630.022937,2023-09-25 15:30:28,20.000
1695673630.022937,2023-09-25 15:30:38,20.000
1695673630.022937,2023-09-25 15:30:48,20.000
1695673630.022937,2023-09-25 15:30:58,20.000
1695673630.022937,2023-09-25 15:31:08,20.000
1695673630.022937,2023-09-25 15:31:19,20.000
1695673630.022937,2023-09-25 15:31:29,20.000
1695673630.022937,2023-09-25 15:31:39,20.000
1695673630.022937,2023-09-25 15:31:49,20.000
1695673630.022937,2023-09-25 15:31:59,20.000
1695673630.022937,2023-09-25 15:32:09,20.000
1695673630.022937,2023-09-25 15:32:19,20.000
1695673630.022937,2023-09-25 15:32:29,20.000
1695673630.022937,2023-09-25 15:32:39,20.000
1695673630.022937,2023-09-25 15:32:49,20.000
1695673630.022937,2023-09-25 15:32:59,20.000
1695673630.022937,2023-09-25 15:33:09,20.000
1695673630.022937,2023-09-25 15:33:19,20.000
1695673630.022937,2023-09-25 15:33:29,20.000
1695673630.022937,2023-09-25 15:33:39,20.000
1695673630.022937,2023-09-25 15:33:50,20.000
1695673630.022937,2023-09-25 15:34:00,20.000
1695673630.022937,2023-09-25 15:34:10,20.000
1695673630.022937,2023-09-25 15:34:20,20.000
1695673630.022937,2023-09-25 15:34:30,20.000
1695673630.022937,2023-09-25 15:34:40,20.000
1695673630.022937,2023-09-25 15:34:50,20.000
1695673630.022937,2023-09-25 15:35:00,20.000
1695673630.022937,2023-09-25 15:35:10,20.000
1695673630.022937,2023-09-25 15:35:20,20.000
1695673630.022937,2023-09-25 15:35:30,20.000
1695673630.022937,2023-09-25 15:35:40,20.000
1695673630.022937,2023-09-25 15:35:50,20.000
1695673630.022937,2023-09-25 15:36:00,20.000
1695673630.022937,2023-09-25 15:36:11,20.000
1695673630.022937,2023-09-25 15:36:21,20.000
1695673630.022937,2023-09-25 15:36:31,20.000
1695673630.022937,2023-09-25 15:36:41,20.000
1695673630.022937,2023-09-25 15:36:51,20.000
1695673630.022937,2023-09-25 15:37:01,20.000
1695673630.022937,2023-09-25 15:37:11,20.000
1695673630.022937,2023-09-25 15:37:21,20.000
1695673630.022937,2023-09-25 15:37:31,20.000
1695673630.022937,2023-09-25 15:37:41,20.000
1695673630.022937,2023-09-25 15:37:51,20.000
1695673630.022937,2023-09-25 15:38:01,20.000
1695673630.022937,2023-09-25 15:38:11,20.000
1695673630.022937,2023-09-25 15:38:21,20.000
1695673630.022937,2023-09-25 15:38:32,20.000
1695673630.022937,2023-09-25 15:38:42,20.000
1695673630.022937,2023-09-25 15:38:52,20.000
1695673630.022937,2023-09-25 15:39:02,20.000
1695673630.022937,2023-09-25 15:39:12,20.000
1695673630.022937,2023-09-25 15:39:22,20.000
1695673630.022937,2023-09-25 15:39:32,20.000
1695673630.022937,2023-09-25 15:39:42,20.000
1695673630.022937,2023-09-25 15:39:52,20.000
1695673630.022937,2023-09-25 15:40:02,20.000
1695673630.022937,2023-09-25 15:40:12,20.000
1695673630.022937,2023-09-25 15:40:22,20.000
1695673630.022937,2023-09-25 15:40:32,20.000
1695673630.022937,2023-09-25 15:40:42,20.000
1695673630.022937,2023-09-25 15:40:53,20.000
1695673630.022937,2023-09-25 15:41:03,20.000
1695673630.022937,2023-09-25 15:41:13,20.000
1695673630.022937,2023-09-25 15:41:23,20.000
1695673630.022937,2023-09-25 15:41:33,20.000
1695673630.022937,2023-09-25 15:41:43,20.000
1695673630.022937,2023-09-25 15:41:53,20.000
1695673630.022937,2023-09-25 15:42:03,20.000
1695673630.022937,2023-09-25 15:42:13,20.000
1695673630.022937,2023-09-25 15:42:23,20.000
1695673630.022937,2023-09-25 15:42:33,20.000
1695673630.022937,2023-09-25 15:42:43,20.000
1695673630.022937,2023-09-25 15:42:53,20.000
1695673630.022937,2023-09-25 15:43:03,20.000
1695673630.022937,2023-09-25 15:43:14,20.000
1695673630.022937,2023-09-25 15:43:24,20.000
1695673630.022937,2023-09-25 15:43:34,20.000
1695673630.022937,2023-09-25 15:43:44,20.000
1695673630.022937,2023-09-25 15:43:54,20.000
1695673630.022937,2023-09-25 15:44:04,20.000
1695673630.022937,2023-09-25 15:44:14,20.000
1695673630.022937,2023-09-25 15:44:24,20.000
1695673630.022937,2023-09-25 15:44:34,20.000
1695673630.022937,2023-09-25 15:44:44,20.000
1695673630.022937,2023-09-25 15:44:54,20.000
1695673630.022937,2023-09-25 15:45:04,20.000
